"ID";"Торгівельне найменування";"Міжнародне непатентоване найменування";"Форма випуску";"Умови відпуску";"Склад (діючі)";"Фармакотерапевтична група";"Код АТС 1";"Код АТС 2";"Код АТС 3";"Заявник: назва українською";"Заявник: країна";"Заявник: адреса";"Кількість виробників";"Виробник 1: назва українською";"Виробник 1: країна ";"Виробник 1: адреса";"Виробник 2: назва українською";"Виробник 2: країна ";"Виробник 2: адреса";"Виробник 3: назва українською";"Виробник 3: країна ";"Виробник 3: адреса";"Виробник 4: назва українською";"Виробник 4: країна ";"Виробник 4: адреса";"Виробник 5: назва українською";"Виробник 5: країна ";"Виробник 5: адреса";"Номер Реєстраційного посвідчення";"Дата початку дії";"Дата закінчення";"Тип ЛЗ";"ЛЗ біологічного походження";"ЛЗ рослинного походження";"ЛЗ-сирота";"Гомеопатичний ЛЗ";"Тип МНН";"Дострокове припинення";"Дострокове припинення: останній день дії";"Дострокове припинення: причина";"URL інструкції";"Термін придатності";"Термін придатності: значення";"Термін придатності: одиниця вимірювання"
"D585DDD17F042FA7C2258B81003D97EF";"ДЕФАКСТО 60";"Duloxetine";"капсули з модифікованим вивільненням тверді, по 60 мг № 80 (8х10) у блістерах";"за рецептом";"1 капсула містить дулоксетину гідрохлориду 67,3 мг еквівалентно дулоксетину 60 мг";"Антидепресанти. Інші антидепресанти.";"N06AX21";"";"";"Алємбік Фармас'ютікелс Лімітед";"Індія";"";"1";"Алємбік Фармас'ютікелс Лімітед";"Індія";"";;;;;;;;;;;;;UA/16966/01/02;08.10.2018;"08.10.2025";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/9B98D53D146D826342258B8C00287784/$file/UA169660102_D585.mht";"2 роки";2;"рік"
"2D60311894292C8CC2258C13002AE2F2";"ДЕФЕНОРМ";"Ispaghula (psylla seeds)";"капсули тверді по 500 мг; по 10 капсул у блістері; по 3 блістери у пачці";"без рецепта";"1 капсула містить подорожника блошиного лушпайок (Plantago Psyllium L.) 500 мг";"Проносні засоби. Засоби, що збільшують об’єм вмісту кишечнику. Препарати із лушпайок насіння подорожника.";"A06AC01";"";"";"АТ ""КИЇВСЬКИЙ ВІТАМІННИЙ ЗАВОД""";"Україна";"";"1";"АТ ""КИЇВСЬКИЙ ВІТАМІННИЙ ЗАВОД""";"Україна";"";;;;;;;;;;;;;UA/5505/01/01;04.07.2016;"необмежений";Звичайний;Ні;Так;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/0A713D8BDAE8A0D342258C180032245C/$file/UA55050101_2D60.mht";"3 роки";3;"рік"
"536C13150979BC51C2258A67002A75E6";"ДЕФЕРАСІРОКС-ВІСТА";"Deferasirox";"таблетки, вкриті плівковою оболонкою, по 180 мг, по 10 таблеток в блістері; по 3 блістери у картонній коробці";"за рецептом";"1 таблетка, вкрита плівковою оболонкою, містить 180 мг деферасіроксу";"Засоби, що утворюють хелатні сполуки із залізом.";"V03AC03";"";"";"Містрал Кепітал Менеджмент Лімітед";"Англія";"";"2";"Сінтон Хіспанія, С.Л. (контроль якості, випуск серії)";"Іспанія";"";"Сінтон Чилі Лтда. (виробництво, первинне, вторинне пакування, контроль якості)";"Чилі";"";;;;;;;;;;UA/19706/01/02;12.01.2023;"12.01.2028";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/23A58479B623216C42258A6E0032E6D0/$file/UA197060102_536C.mht";"3 роки";3;"рік"
"13A876ED3EB30CAAC2258A67002A92BC";"ДЕФЕРАСІРОКС-ВІСТА";"Deferasirox";"таблетки, вкриті плівковою оболонкою, по 360 мг, по 10 таблеток в блістері; по 3 блістери у картонній коробці";"за рецептом";"1 таблетка, вкрита плівковою оболонкою, містить 360 мг деферасіроксу";"Засоби, що утворюють хелатні сполуки із залізом.";"V03AC03";"";"";"Містрал Кепітал Менеджмент Лімітед";"Англія";"";"2";"Сінтон Хіспанія, С.Л. (контроль якості, випуск серії)";"Іспанія";"";"Сінтон Чилі Лтда. (виробництво, первинне, вторинне пакування, контроль якості)";"Чилі";"";;;;;;;;;;UA/19706/01/03;12.01.2023;"12.01.2028";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/041EE3D0361BBA8E42258A6E0032E6C9/$file/UA197060103_13A8.mht";"3 роки";3;"рік"
"D7B0553824E83E2EC225893600319CC8";"ДЕФЕРАСІРОКС-ВІСТА";"Deferasirox";"таблетки, вкриті плівковою оболонкою, по 90 мг, по 10 таблеток в блістері; по 3 блістери у картонній коробці";"за рецептом";"1 таблетка, вкрита плівковою оболонкою, містить 90 мг деферасіроксу";"Засоби, що утворюють хелатні сполуки із залізом.";"V03AC03";"";"";"Містрал Кепітал Менеджмент Лімітед";"Англія";"";"2";"Сінтон Хіспанія, С.Л. (контроль якості, випуск серії)";"Іспанія";"";"Сінтон Чилі Лтда. (виробництво, первинне, вторинне пакування, контроль якості)";"Чилі";"";;;;;;;;;;UA/19706/01/01;12.01.2023;"12.01.2028";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/0D42B37D2046701042258940002B8767/$file/UA197060101_D7B0.mht";"3 роки";3;"рік"
"4116795BDF5922A2C2258C6E0021FFFB";"ДЕФТОЦИЛ";"Benzydamine";"спрей для ротової порожнини 1,5 мг/мл, по 30 мл у поліетиленовому контейнері з кришкою в комплекті з пристроєм для розпилювання у пачці з картону";"без рецепта";"1 мл спрею для ротової порожнини містить 1,5 мг бензидаміну гідрохлориду";"Засоби для застосування у стоматології. Інші засоби для місцевого застосування у порожнині рота.";"A01AD02";"";"";"Спільне українсько-іспанське підприємство ""Сперко Україна""";"Україна";"";"1";"Спільне українсько-іспанське підприємство ""Сперко Україна"" (повний цикл виробництва, випуск серії; контроль якості)";"Україна";"";;;;;;;;;;;;;UA/20649/01/01;31.10.2024;"31.10.2029";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/4CE0C299EA65A7E442258C76004C7546/$file/UA206490101_4116.mht";"3 роки";3;"рік"
"C09BA14DAE652682C2258C12004B0A42";"ДЕЦИНЖЕТ";"Decitabine";"порошок для концентрату для розчину для інфузій, по 50 мг у флаконі, по 1 флакону в картонній коробці або по 1 флакону в захисній пластиковій оболонці в картонній коробці";"за рецептом";"1 флакон містить 50 мг децитабіну";"Антинеопластичні засоби. Антиметаболіти. Аналоги піримідину. Децитабін";"L01BC08";"";"";"Юджия Фарма Спешиалітіс Лімітед";"Індія";"";"1";"Юджіа Фарма Спешіелітіз Лімітед";"Індія";"";;;;;;;;;;;;;UA/20692/01/01;13.01.2025;"13.01.2030";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/7EDBDEACCD731C4342258C1800322336/$file/UA206920101_C09B.mht";"2 роки";2;"рік"
"EAA87EDB8BE99918C2258CCF0027B5D9";"ДЕЦИСАН";"Decitabine";"ліофілізат для розчину для інфузій по 50 мг 1 флакон з ліофілізатом у комплекті з 1 флаконом з розчинником (калію дигідрофосфат, натрію гідроксид, вода для ін'єкцій) по 10 мл у картонній коробці";"за рецептом";"1 флакон містить 50 мг децитабіну";"Антинеопластичні засоби. Антиметаболіти.";"L01BC08";"";"";"Сан Фармасьютикал Індастріз Лімітед";"Індія";"";"1";"Сан Фармасьютикал Індастріз Лтд.";"Індія";"";;;;;;;;;;;;;UA/17360/01/01;06.06.2024;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/F04845ECACEA967242258CD6003DF8E6/$file/UA173600101_EAA8.mht";"2 роки";2;"рік"
"C8267D6E68BCEC10C2258B95002AEFA3";"ДЕЦИТАБІН-МІЛІ";"Decitabine";"ліофілізат для розчину для ін’єкцій 50 мг; по 50 мг ліофілізату для розчину для ін'єкцій у флаконі, по 1 флакону у картонній коробці";"за рецептом";"1 флакон містить 50 мг децитабіну";"Антинеопластичні засоби. Антиметаболіти. Аналоги піримідину. Децитабін.";"L01BC08";"";"";"Мілі Хелскере Лімітед";"Велика Британія";"";"1";"Шилпа Медікеа Лімітед";"Індія";"";;;;;;;;;;;;;UA/20438/01/01;01.05.2024;"01.05.2029";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/D6515832986587E842258B9B003D20C8/$file/UA204380101_C826.mht";"2 роки";2;"рік"
"E2BAD1A9CB6AAFE0C2258BAF003CB8C4";"ДЖАЗ";"Drospirenone and ethinylestradiol";"таблетки, вкриті оболонкою, по 28 таблеток (24 таблетки світло-рожевого + 4 таблетки (плацебо) білого кольору) у блістері з самоклейкою стрічкою; по 1 блістеру у картонній пачці";"за рецептом";"1 упаковка містить 28 таблеток (24 таблетки світло-рожевого та 4 таблетки (плацебо) білого кольору);/1 таблетка світло-рожевого кольору містить етинілестрадіолу 0,02 мг (у вигляді клатрату з бетадексом) та дроспіренону 3 мг";"Гормональні контрацептиви для системного застосування. Естрогени та гестагени у фіксованих комбінаціях.";"G03AA12";"";"";"Байєр АГ";"Німеччина";"";"2";"Байєр АГ (первинне та вторинне пакування, контроль якості, випуск серії для активної таблетки; первинне та вторинне пакування, випуск серії для ""плацебо""; виробництво нерозфасованої продукції та проведення контролю якості для «плацебо»)";"Німеччина";"";"Байєр Ваймар ГмбХ і Ко. КГ (всі стадії виробництва для активної таблетки та «плацебо»)";"Німеччина";"";;;;;;;;;;UA/5468/01/01;31.10.2016;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Комбінований;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/96C84127FAC52E4A42258BB0005384DC/$file/UA54680101_E2BA.mht";"5 років";5;"рік"
"DB17F8B47FA6085FC2258B9B00280397";"ДЖАЗ ПЛЮС";"Drospirenone and ethinylestradiol";"таблетки, вкриті оболонкою, № 28: по 24 таблетки рожевого кольору і по 4 таблетки світло-оранжевого кольору в блістері; по 1 блістеру в картонній пачці";"за рецептом";"1 таблетка рожевого кольору містить етинілестрадіолу 0,02 мг (у вигляді клатрату з бетадексом) та дроспіренону 3 мг, левомефолату кальцію 0,451 мг;/1 таблетка світло-оранжевого кольору містить левомефолату кальцію 0,451 мг;/1 упаковка містить 28 таблеток (24 таблетки рожевого та 4 таблетки світло-оранжевого кольору)";"Гормональні контрацептиви для системного застосування.";"G03AA12";"";"";"Байєр АГ";"Німеччина";"";"2";"Байєр АГ (первинна та вторинна упаковка, дозвіл на випуск серії)";"Німеччина";"";"Байєр Ваймар ГмбХ і Ко. КГ (виробництво за повним циклом)";"Німеччина";"";;;;;;;;;;UA/12143/01/01;06.04.2017;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Комбінований;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/0515783CE19B3F6742258B9C0030FF5C/$file/UA121430101_DB17.mht";"36 місяців";36;"місяць"
"A39D820B4CD770AFC2258BC60038023E";"ДЖАЙВ®";"Glucosamine";"розчин для ін'єкцій, 200 мг/мл; по 2 мл в ампулах; по 5 ампул (ампула А) у блістері в комплекті з розчинником по 1 мл в ампулах, по 5 ампул (ампула В) у блістері; по 5 ампул А та по 5 ампул В у блістерах відповідно; по 1 блістеру з ампулами А і по 1 блістеру з ампулами В в пачці з картону";"за рецептом";"1 мл розчину для ін’єкцій (ампула А) містить 251,25 мг глюкозаміну сульфату натрію хлориду, що еквівалентно глюкозаміну сульфату 200 мг та натрію хлориду 51,25 мг";"Нестероїдні протизапальні та протиревматичні засоби. Інші нестероїдні протизапальні та протиревматичні засоби. Глюкозамін.";"M01AX05";"";"";"ТОВ НВФ ""МІКРОХІМ""";"Україна";"";"2";"ТОВ НВФ ""МІКРОХІМ"" (виробнича дільниця (всі стадії виробничого процесу); відповідальний за випуск серії, не включаючи контроль/випробування серії)";"Україна";"";"АТ ""Галичфарм"" (відповідальний за виробництво та контроль/випробування серії, не включаючи випуск серії)";"Україна";"";;;;;;;;;;UA/19248/01/01;15.03.2022;"15.03.2027";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/FEA7350ADC51440442258BCF002C4FFE/$file/UA192480101_A39D.mht";"2 роки";2;"рік"
"C6CDB4FF71FD3F36C2258CC0002F1D70";"ДЖАЙДЕС®";"Levonorgestrel";"внутрішньоматкова система з левоноргестрелом по 13,5 мг; внутрішньоматкова система, встановлена на верхній частині пристрою для введення, запаяна в окремому блістері; по 1 блістеру в картонній пачці";"за рецептом";"1 внутрішньоматкова система містить левоноргестрелу 13,5 мг";"Контрацептив для місцевого застосування. Внутрішньоматковий контрацептив. Пластикова ВМС з прогестином.";"G02BA03";"";"";"Байєр Оу";"Фінляндія";"";"1";"Байєр Оу";"Фінляндія";"";;;;;;;;;;;;;UA/13283/01/01;03.08.2023;"03.08.2028";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/CA3D7BFADEE020E242258CC3002A4629/$file/UA132830101_C6CD.mht";"3 роки";3;"рік"
"E8E1EA7D6FA93F19C2258B9A0042D0C4";"ДЖАКАВІ";"Ruxolitinib";"таблетки по 15 мг по 14 таблеток у блістері; по 4 блістери у коробці з картону пакувального";"за рецептом";"1 таблетка містить 15 мг руксолітинібу (у формі фосфату)";"Антинеопластичні засоби. Інгібітори протеїнкінази. Інгібітори янус-кіназ (JAK).";"L01EJ01";"";"";"Новартіс Фарма АГ";"Швейцарія";"";"2";"Новартіс Фарма Штейн АГ (виробництво, контроль якості, первинне та вторинне пакування, випуск серії)";"Швейцарія";"";"Фарманалітика СА (контроль якості за винятком визначення мікробіологічної чистоти)";"Швейцарія";"";;;;;;;;;;UA/13456/01/02;16.08.2019;"16.08.2025";Звичайний;Ні;Ні;Так;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/AF5FECC36C18B38042258B9C0030E611/$file/UA134560102_E8E1.mht";"3 роки";3;"рік"
"BAAB4DA08D52ADEDC2258BF800418191";"ДЖАКАВІ";"Ruxolitinib";"таблетки по 15 мг; по 14 таблеток у блістері; по 4 блістери у коробці із картону пакувального";"за рецептом";"1 таблетка містить 15 мг руксолітинібу (у формі фосфату)";"Антинеопластичні засоби. Інгібітори протеїнкінази. Інгібітори янус-кіназ (JAK).";"L01EJ01";"";"";"Новартіс Фарма АГ";"Швейцарія";"";"2";"Новартіс Фарма Штейн АГ (виробництво, контроль якості, первинне та вторинне пакування, випуск серії)";"Швейцарія";"";"Фарманалітика СА (контроль якості за винятком визначення мікробіологічної чистоти)";"Швейцарія";"";;;;;;;;;;UA/13456/01/02;18.12.2024;"18.12.2029";Звичайний;Ні;Ні;Так;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/024A767B6E6EFED9C2258C06004FAA9F/$file/UA134560102_BAAB.mht";"3 роки";3;"рік"
"0665D9B4AD2A2FF0C2258B9A0042E952";"ДЖАКАВІ";"Ruxolitinib";"таблетки по 20 мг по 14 таблеток у блістері; по 4 блістери у коробці з картону";"за рецептом";"1 таблетка містить 20 мг руксолітинібу (у формі фосфату)";"Антинеопластичні засоби. Інгібітори протеїнкінази. Інгібітори янус-кіназ (JAK).";"L01EJ01";"";"";"Новартіс Фарма АГ";"Швейцарія";"";"2";"Новартіс Фарма Штейн АГ (виробництво, контроль якості, первинне та вторинне пакування, випуск серії)";"Швейцарія";"";"Фарманалітика СА (контроль якості за винятком визначення мікробіологічної чистоти)";"Швейцарія";"";;;;;;;;;;UA/13456/01/03;16.08.2019;"16.08.2025";Звичайний;Ні;Ні;Так;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/3605A46F0653547142258B9C0030E602/$file/UA134560103_0665.mht";"3 роки";3;"рік"
"E242E951E6E18A4CC2258BF80041C261";"ДЖАКАВІ";"Ruxolitinib";"таблетки по 20 мг; по 14 таблеток у блістері; по 4 блістери у коробці із картону пакувального";"за рецептом";"1 таблетка містить 20 мг руксолітинібу (у формі фосфату)";"Антинеопластичні засоби. Інгібітори протеїнкінази. Інгібітори янус-кіназ (JAK).";"L01EJ01";"";"";"Новартіс Фарма АГ";"Швейцарія";"";"2";"Новартіс Фарма Штейн АГ (виробництво, контроль якості, первинне та вторинне пакування, випуск серії)";"Швейцарія";"";"Фарманалітика СА (контроль якості за винятком визначення мікробіологічної чистоти)";"Швейцарія";"";;;;;;;;;;UA/13456/01/03;18.12.2024;"18.12.2029";Звичайний;Ні;Ні;Так;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/50E40D281E2E19D2C2258C06004FAAE0/$file/UA134560103_E242.mht";"3 роки";3;"рік"
"BC654BECBDBD324BC2258B9A00430619";"ДЖАКАВІ";"Ruxolitinib";"таблетки по 5 мг по 14 таблеток у блістері; по 4 блістери у коробці з картону пакувального";"за рецептом";"1 таблетка містить 5 мг руксолітинібу (у формі фосфату)";"Антинеопластичні засоби. Інгібітори протеїнкінази. Інгібітори янус-кіназ (JAK).";"L01EJ01";"";"";"Новартіс Фарма АГ";"Швейцарія";"";"2";"Новартіс Фарма Штейн АГ (виробництво, контроль якості, первинне та вторинне пакування, випуск серії)";"Швейцарія";"";"Фарманалітика СА (контроль якості за винятком визначення мікробіологічної чистоти)";"Швейцарія";"";;;;;;;;;;UA/13456/01/01;16.08.2019;"16.08.2025";Звичайний;Ні;Ні;Так;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/ADC4B92BB332DA3742258B9C0030E60B/$file/UA134560101_BC65.mht";"3 роки";3;"рік"
"354BD1A65E5100E3C2258BF800412855";"ДЖАКАВІ";"Ruxolitinib";"таблетки по 5 мг по 14 таблеток у блістері; по 4 блістери у коробці з картону пакувального";"за рецептом";"1 таблетка містить 5 мг руксолітинібу (у формі фосфату)";"Антинеопластичні засоби. Інгібітори протеїнкінази. Інгібітори янус-кіназ (JAK).";"L01EJ01";"";"";"Новартіс Фарма АГ";"Швейцарія";"";"2";"Новартіс Фарма Штейн АГ (виробництво, контроль якості, первинне та вторинне пакування, випуск серії)";"Швейцарія";"";"Фарманалітика СА (контроль якості за винятком визначення мікробіологічної чистоти)";"Швейцарія";"";;;;;;;;;;UA/13456/01/01;18.12.2024;"18.12.2029";Звичайний;Ні;Ні;Так;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/0469BEA4921BF332C2258C06004FAA3C/$file/UA134560101_354B.mht";"3 роки";3;"рік"
"67AF0BC1F3758D73C2258C7600273CB8";"ДЖАРДІНС®";"Empagliflozin";"таблетки, вкриті плівковою оболонкою, по 10 мг; по 10 таблеток у перфорованому блістері; по 1 або 3 блістери у картонній коробці";"за рецептом";"1 таблетка містить емпагліфлозину 10 мг";"Препарати, що застосовуються при цукровому діабеті, інгібітори натрій-залежного ко-транспортера глюкози 2 типу (іНЗКТГ2).";"A10BK03";"";"";"Берінгер Інгельхайм Інтернешнл ГмбХ";"Німеччина";"";"3";"Берінгер Інгельхайм Фарма ГмбХ і Ко. КГ (виробництво, пакування, маркування, контроль якості, випуск серії)";"Німеччина";"";"Роттендорф Фарма ГмбХ (первинне та вторинне пакування, маркування)";"Німеччина";"";"Роттендорф Фарма ГмбХ (виробництво таблеток ""in-bulk"", контроль якості (за винятком тесту ""Мікробіологічна чистота""), випуск серії)";"Німеччина";"";;;;;;;UA/14980/01/02;10.12.2020;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Так;18.01.2026;"зміни до інструкції";"http://www.drlz.com.ua/ibp/lz_www.nsf/id/FF9347433E337D2642258C7B003CD516/$file/UA149800102_67AF.mht";"3 роки";3;"рік"
"94D79C9A08768D65C2258CD5002AC593";"ДЖАРДІНС®";"Empagliflozin";"таблетки, вкриті плівковою оболонкою, по 10 мг; по 10 таблеток у перфорованому блістері; по 1 або 3 блістери у картонній коробці";"за рецептом";"1 таблетка містить емпагліфлозину 10 мг";"Препарати, що застосовуються при цукровому діабеті, інгібітори натрій-залежного ко-транспортера глюкози 2 типу (іНЗКТГ2).";"A10BK03";"";"";"Берінгер Інгельхайм Інтернешнл ГмбХ";"Німеччина";"";"3";"Берінгер Інгельхайм Фарма ГмбХ і Ко. КГ (виробництво, пакування, маркування, контроль якості, випуск серії)";"Німеччина";"";"Роттендорф Фарма ГмбХ (первинне та вторинне пакування, маркування)";"Німеччина";"";"Роттендорф Фарма ГмбХ (виробництво таблеток ""in-bulk"", контроль якості (за винятком тесту ""Мікробіологічна чистота""), випуск серії)";"Німеччина";"";;;;;;;UA/14980/01/02;10.12.2020;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/2CE76F56D832D6CC42258CD6003D892A/$file/UA149800102_94D7.mht";"3 роки";3;"рік"
"09AA9C1C3F62F0FFC2258C760026F5BC";"ДЖАРДІНС®";"Empagliflozin";"таблетки, вкриті плівковою оболонкою, по 25 мг; по 10 таблеток у перфорованому блістері; по 1 або 3 блістери у картонній коробці";"за рецептом";"1 таблетка містить емпагліфлозину 25 мг";"Препарати, що застосовуються при цукровому діабеті, інгібітори натрій-залежного ко-транспортера глюкози 2 типу (іНЗКТГ2).";"A10BK03";"";"";"Берінгер Інгельхайм Інтернешнл ГмбХ";"Німеччина";"";"3";"Берінгер Інгельхайм Фарма ГмбХ і Ко. КГ (виробництво, пакування, маркування, контроль якості, випуск серії)";"Німеччина";"";"Роттендорф Фарма ГмбХ (первинне та вторинне пакування, маркування)";"Німеччина";"";"Роттендорф Фарма ГмбХ (виробництво таблеток ""in-bulk"", контроль якості (за винятком тесту ""Мікробіологічна чистота""), випуск серії)";"Німеччина";"";;;;;;;UA/14980/01/01;10.12.2020;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Так;18.01.2026;"зміни до інструкції";"http://www.drlz.com.ua/ibp/lz_www.nsf/id/EDD315E83CB620F442258C7B003CD4F2/$file/UA149800101_09AA.mht";"3 роки";3;"рік"
"54ADE0B70A3565F9C2258CD5002AB8C3";"ДЖАРДІНС®";"Empagliflozin";"таблетки, вкриті плівковою оболонкою, по 25 мг; по 10 таблеток у перфорованому блістері; по 1 або 3 блістери у картонній коробці";"за рецептом";"1 таблетка містить емпагліфлозину 25 мг";"Препарати, що застосовуються при цукровому діабеті, інгібітори натрій-залежного ко-транспортера глюкози 2 типу (іНЗКТГ2).";"A10BK03";"";"";"Берінгер Інгельхайм Інтернешнл ГмбХ";"Німеччина";"";"3";"Берінгер Інгельхайм Фарма ГмбХ і Ко. КГ (виробництво, пакування, маркування, контроль якості, випуск серії)";"Німеччина";"";"Роттендорф Фарма ГмбХ (первинне та вторинне пакування, маркування)";"Німеччина";"";"Роттендорф Фарма ГмбХ (виробництво таблеток ""in-bulk"", контроль якості (за винятком тесту ""Мікробіологічна чистота""), випуск серії)";"Німеччина";"";;;;;;;UA/14980/01/01;10.12.2020;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/1DEEAD29FF6E9F3542258CD6003D890E/$file/UA149800101_54AD.mht";"3 роки";3;"рік"
"6DD3182FD93ACE85C2258CBC0023C94D";"ДЖЕНАГРА® 100";"Sildenafil";"таблетки, вкриті плівковою оболонкою, по 100 мг; по 1 або 4 таблетки у блістері; по 1 блістеру в коробці з картону";"за рецептом";"1 таблетка, вкрита плівковою оболонкою, містить силденафілу (у формі силденафілу цитрату) 100 мг";"Засоби, що застосовуються при еректильній дисфункції. Силденафіл.";"G04BE03";"";"";"Дженом Біотек Пвт. Лтд.";"Індія";"";"1";"Дженом Біотек Пвт. Лтд.";"Індія";"";;;;;;;;;;;;;UA/7193/01/03;23.11.2021;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/325644AB0AC95AEC42258CC2002CC241/$file/UA71930103_6DD3.mht";"3 роки";3;"рік"
"21AC4380681266ACC2258CBC002401EA";"ДЖЕНАГРА® 25";"Sildenafil";"таблетки, вкриті плівковою оболонкою, по 25 мг; по 1 або 4 таблетки у блістері; по 1 блістеру в коробці з картону";"за рецептом";"1 таблетка, вкрита плівковою оболонкою, містить силденафілу (у формі силденафілу цитрату) 25 мг";"Засоби, що застосовуються при еректильній дисфункції. Силденафіл.";"G04BE03";"";"";"Дженом Біотек Пвт. Лтд.";"Індія";"";"1";"Дженом Біотек Пвт. Лтд.";"Індія";"";;;;;;;;;;;;;UA/7193/01/01;23.11.2021;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/E1C4EAF366B5483B42258CC2002CC20B/$file/UA71930101_21AC.mht";"3 роки";3;"рік"
"D319C1FF26DAA1D9C2258CBC00242302";"ДЖЕНАГРА® 50";"Sildenafil";"таблетки, вкриті плівковою оболонкою, по 50 мг по 1 або 4 таблетки у блістері; по 1 блістеру в коробці з картону";"за рецептом";"1 таблетка, вкрита плівковою оболонкою, містить силденафілу (у формі силденафілу цитрату) 50 мг";"Засоби, що застосовуються при еректильній дисфункції. Силденафіл.";"G04BE03";"";"";"Дженом Біотек Пвт. Лтд.";"Індія";"";"1";"Дженом Біотек Пвт. Лтд.";"Індія";"";;;;;;;;;;;;;UA/7193/01/02;23.11.2021;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/9EEBDF0080411A8F42258CC2002CC259/$file/UA71930102_D319.mht";"3 роки";3;"рік"
"1292F33D8857197AC22588CD0034240F";"ДЖЕНТІАНА СТОМАК ГЛОБУЛІ ВЕЛАТІ";"Comb drug";"гранули гомеопатичні, по 20 г у флаконі; по 1 флакону в коробці з картону";"без рецепта";"10 г гранул містять Artemisia absinthium ex herba, Infusum  0,45 г, Gentiana lutea e radice Decoctum  0,45 г, Strychnos nux-vomica e semine ferm 35b Dil. D4 0,10 г, Taraxacum officinale e planta tota ferm 34c  0,05 г";"Комплексний гомеопатичний препарат.";"";"";"";"ВАЛА Хайльміттель ГмбХ";"Німеччина";"";"1";"ВАЛА Хайльміттель ГмбХ";"Німеччина";"";;;;;;;;;;;;;UA/15542/01/01;29.09.2022;"необмежений";Звичайний;Ні;Ні;Ні;Так;Комбінований;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/CA8C2A4EE66D7001422588D7003690D7/$file/UA155420101_1292.mht";"5 років";5;"рік"
"B64773D6D9EA7A65C2258AFC0046FE61";"ДЖЕСІКА®";"Comb drug";"таблетки, по 10 таблеток у блістері; по 1 або 3, або 9 блістерів у картонній упаковці";"без рецепта";"1 таблетка містить парацетамолу 500 мг та дротаверину гідрохлориду 40 мг";"Спазмолітики у комбінації з аналгетиками.";"A03DC";"";"";"ТОВ ""ГЛЕДФАРМ ЛТД""";"Україна";"";"1";"ТОВ ""КУСУМ ФАРМ""";"Україна";"";;;;;;;;;;;;;UA/12092/01/01;05.01.2017;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Комбінований;Так;11.10.2025;"зміни до інструкції";"http://www.drlz.com.ua/ibp/lz_www.nsf/id/2FEB22954E4463DFC2258B030024728B/$file/UA120920101_B647.mht";"2 роки";2;"рік"
