"ID";"Торгівельне найменування";"Міжнародне непатентоване найменування";"Форма випуску";"Умови відпуску";"Склад (діючі)";"Фармакотерапевтична група";"Код АТС 1";"Код АТС 2";"Код АТС 3";"Заявник: назва українською";"Заявник: країна";"Заявник: адреса";"Кількість виробників";"Виробник 1: назва українською";"Виробник 1: країна ";"Виробник 1: адреса";"Виробник 2: назва українською";"Виробник 2: країна ";"Виробник 2: адреса";"Виробник 3: назва українською";"Виробник 3: країна ";"Виробник 3: адреса";"Виробник 4: назва українською";"Виробник 4: країна ";"Виробник 4: адреса";"Виробник 5: назва українською";"Виробник 5: країна ";"Виробник 5: адреса";"Номер Реєстраційного посвідчення";"Дата початку дії";"Дата закінчення";"Тип ЛЗ";"ЛЗ біологічного походження";"ЛЗ рослинного походження";"ЛЗ-сирота";"Гомеопатичний ЛЗ";"Тип МНН";"Дострокове припинення";"Дострокове припинення: останній день дії";"Дострокове припинення: причина";"URL інструкції";"Термін придатності";"Термін придатності: значення";"Термін придатності: одиниця вимірювання"
"4B54FAC4830861F2C22584B6002A242C";"1-МЕТИЛ-2-((ФЕНІЛТІО)МЕТИЛ)-3-КАРБЕТОКСИ-4-((ДИМЕТИЛАМІНО) МЕТИЛ)-5-ГІДРОКСИ-6-БРОМІНДОЛ ГІДРОХЛОРИД (УМІФЕНОВІРУ ГІДРОХЛОРИД)";"Umifenovir";"порошок (субстанція) у подвійних пакетах з поліетилену для фармацевтичного застосування";"";"1-метил-2-((фенілтіо)метил)-3-карбетокси-4-((диметиламіно) метил)-5-гідрокси-6-броміндолу гідрохлориду від 99,0 % до 101,0 % (безводна речовина)";"Субстанції.";"";"";"";"Товариство з обмеженою відповідальністю ""Фармацевтична компанія ""Здоров'я""";"Україна";"";"1";"Ченгду Хаоджи Фармчем Корпорейшн";"Китай";"";;;;;;;;;;;;;UA/10532/01/01;14.11.2019;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"2 роки";2;"рік"
"F7111E2E9C5AA7C2C225872600211DA9";"2,3,4,5,6-ПЕНТАГІДРОКСИКАПРОНОВА КИСЛОТА, КАЛІЄВА СІЛЬ";"Mono";"порошок (субстанція) у подвійних поліетиленових пакетах для виробництва стерильних та нестерильних лікарських форм";"";"2,3,4,5,6-пентагідроксикапронової кислоти, калієвої солі не менше 97,0 % і не більше 103,0 % в перерахунку на безводну речовину";"Субстанції.";"";"";"";"ТОВ ""Фармацевтична компанія ""ФарКоС""";"Україна";"";"1";"Глобал Кальціум Пвт. Лтд.";"Індія";"";;;;;;;;;;;;;UA/6169/01/01;22.12.2016;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"3 роки";3;"рік"
"76AFFBAF0B19FF39C225872600217C5C";"2,3,4,5,6-ПЕНТАГІДРОКСИКАПРОНОВА КИСЛОТА, МАГНІЄВА СІЛЬ";"Mono";"порошок (субстанція) у подвійних пластикових пакетах для фармацевтичного застосування";"";"2,3,4,5,6-пентагідроксикапронової кислоти, магнієвої солі не менше 98,0 % і не більше 102,0 % в перерахунку на безводну речовину";"Субстанції.";"";"";"";"ТОВ ""Фармацевтична компанія ""ФарКоС""";"Україна";"";"1";"Глобал Кальціум Пвт. Лтд.";"Індія";"";;;;;;;;;;;;;UA/5063/01/01;29.03.2021;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"5 років";5;"рік"
"C9AB892F576B11B6C225860800243A25";"3-(2,2,2-ТРИМЕТИЛГІДРАЗИНІЙ) ПРОПІОНАТУ ДИГІДРАТ (МЕЛЬДОНІЙ)";"Meldonium";"порошок (субстанція) у пакетах подвійних поліетиленових для фармацевтичного застосування";"";"3-(2,2,2-триметилгідразиній) пропіонату дигідрату (мельдонію) не менше 99,0 % та не більше 101,0 % у перерахуванні на безводну речовину";"Субстанції.";"";"";"";"ТОВ ""НІКО""";"Україна";"";"1";"Хемріо Інтернешіонал Лімітед";"Китай";"";;;;;;;;;;;;;UA/9857/01/01;17.07.2019;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"2 роки";2;"рік"
"D9291902511A677EC2258BDA00493595";"3-ДІНІР";"Cefdinir";"капсули по 300 мг, по 10 капсул у блістері, по 1 блістеру у пачці";"за рецептом";"1 капсула містить: цефдінір у перерахунку на суху речовину - 300 мг";"Антибактеріальні засоби для системного застосування. Інші бета-лактамні антибактеріальні засоби. Цефалоспорини третього покоління. Цефдінір.";"J01DD15";"";"";"ТОВ ""АРТЕРІУМ ЛТД""";"Україна";"";"1";"ПАТ ""Київмедпрепарат"" (пакування з in bulk фірми-виробника ФармаВіжн Санаі ве Тікарет А.С., Туреччина)";"Україна";"";;;;;;;;;;;;;UA/17823/01/01;17.12.2019;"17.12.2025";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/8B1973D53B54886842258BE0004A6892/$file/UA178230101_D929.mht";"3 роки від дати виготовлення in bulk";3;"рік"
"7853AE7986C81731C2258BE9002773D7";"3-ДІНІР";"Cefdinir";"капсули по 300 мг, по 10 капсул у блістері, по 1 блістеру у пачці";"за рецептом";"1 капсула містить: цефдінір у перерахунку на суху речовину — 300 мг";"Антибактеріальні засоби для системного застосування. Інші бета-лактамні антибактеріальні засоби. Цефалоспорини третього покоління. Цефдінір.";"J01DD15";"";"";"ТОВ ""АРТЕРІУМ ЛТД""";"Україна";"";"1";"ПАТ ""Київмедпрепарат"" (пакування з in bulk фірми-виробника ФармаВіжн Санаі ве Тікарет А.С., Туреччина)";"Україна";"";;;;;;;;;;;;;UA/17823/01/01;02.12.2024;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/B17E941C3DFF2B9642258BEE002C6B71/$file/UA178230101_7853.mht";"3 роки від дати виготовлення in bulk";3;"рік"
"FC8276D549F8731CC2258BAF0039D317";"3-ДІНІР";"Cefdinir";"капсули по 300 мг; in bulk: по 10 капсул у блістері, по 2 блістери в коробці, по 100 коробок в груповій упаковці";"";"1 капсула містить: цефдінір у перерахунку на суху речовину - 300 мг";"Антибактеріальні засоби для системного застосування. Інші бета-лактамні антибактеріальні засоби. Цефалоспорини третього покоління. Цефдінір.";"";"";"";"ТОВ ""АРТЕРІУМ ЛТД""";"Україна";"";"1";"ФармаВіжн Санаі ве Тікарет А.С.";"Туреччина";"";;;;;;;;;;;;;UA/17824/01/01;03.10.2024;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"3 роки";3;"рік"
"E84CFE02A075231FC2258BF8003FEEAB";"3-ДІНІР";"Cefdinir";"порошок для оральної суспензії 250 мг/5 мл по 1 флакону з порошком для приготування 60 мл суспензії у комплекті зі шприцом - дозатором у картонній упаковці";"за рецептом";"5 мл суспензії містять цефдініру 250 мг";"Антибактеріальний засіб для системного застосування. Цефалоспорини ІІІ покоління.";"J01DD15";"";"";"ТОВ ""АРТЕРІУМ ЛТД""";"Україна";"";"1";"Сенс Лабораторіс Пвт. Лтд.";"Індія";"";;;;;;;;;;;;;UA/17849/01/01;18.12.2024;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/52AE12DA7D47D24DC2258C0600520E05/$file/UA178490101_E84C.mht";"2 роки";2;"рік"
"D4158EF86161F3A6C2258BDA004975B7";"3-ДІНІР";"Cefdinir";"порошок для оральної суспензії, 250 мг/5 мл; по 1 флакону з порошком для приготування 60 мл суспензії у комплекті зі шприцом -дозатором у картонній упаковці";"за рецептом";"5 мл суспензії містять цефдініру 250 мг";"Антибактеріальний засіб для системного застосування. Цефалоспорини ІІІ покоління.";"J01DD15";"";"";"ТОВ ""АРТЕРІУМ ЛТД""";"Україна";"";"1";"Сенс Лабораторіс Пвт. Лтд.";"Індія";"";;;;;;;;;;;;;UA/17849/01/01;27.12.2019;"27.12.2025";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/3B4C64067FE7923C42258BE0004A68EB/$file/UA178490101_D415.mht";"2 роки";2;"рік"
"60A8AF295D6D172BC225860000397F65";"3-МЕТИЛБУТИРОВА КИСЛОТА";"Mono";"рідина (субстанція) у бочках для використання при виробництві нестерильних лікарських форм";"";"3-метилбутирової кислоти не менше 99,0 %";"Субстанції.";"";"";"";"Державне підприємство ""Завод хімічних реактивів"" Науково-технологічного комплексу ""Інститут монокристалів"" Національної академії наук України""";"Україна";"";"1";"Оу Кью Чемікалс ГмбХ";"Німеччина";"";;;;;;;;;;;;;UA/9151/01/01;03.08.2018;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"1 рік";1;"рік"
"EDC5190FD5351E48C2258B5500337F58";"5-ФТОРУРАЦИЛ ""ЕБЕВЕ""";"Fluorouracil";"концентрат для розчину для інфузій, 50 мг/мл; по 5 мл (250 мг) або по 10 мл (500 мг) в ампулі; по 5 ампул у картонній коробці; по 5 мл (250 мг), або по 10 мл (500 мг), або по 20 мл (1000 мг), або по 100 мл (5000 мг) у флаконі; по 1 флакону в коробці";"за рецептом";"1 мл концентрату містить 50 мг фторурацилу";"Антинеопластичні засоби. Антиметаболіти. Структурні аналоги піримідину.";"L01BC02";"";"";"ЕБЕВЕ Фарма Гес.м.б.Х. Нфг. КГ.";"Австрія";"";"4";"ЕБЕВЕ Фарма Гес.м.б.Х. Нфг. КГ. (випуск серії)";"Австрія";"";"МПЛ Мікробіологішес Прюфлабор ГмбХ (контроль/випробування серії)";"Австрія";"";"Лабор ЛС СЕ & Ко. КГ (контроль/випробування серії)";"Німеччина";"";"ФАРЕВА Унтерах ГмбХ (повний цикл виробництва)";"Австрія";"";;;;UA/6058/01/01;27.04.2017;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/6B1DBE89F5B5A35C42258B57003AC84C/$file/UA60580101_EDC5.mht";"2 роки";2;"рік"
"6CF5B79BE9DF01FFC2258C9F0030CE35";"6-МЕТИЛУРАЦИЛ";"Methyluracil*";"білий або майже білий кристалічний порошок (субстанція) у подвійних поліетиленових пакетах для фармацевтичного застосування";"";"6-метилурацилу від 99,0 % до 101,0 %";"Субстанції.";"";"";"";"ТОВ ""СТАНДАРТ-ФАРМА""";"Україна";"";"1";"Шицзячжуан Вангву Біо-Фармасьютікал Сайенс енд Текнолоджі Ко., Лтд.";"Китай";"";;;;;;;;;;;;;UA/18047/01/01;23.04.2020;"23.04.2026";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"3 роки";3;"рік"
"065B0CFD3D0A5038C225882C0058E647";"6-МЕТИЛУРАЦИЛ";"Methyluracil*";"кристалічний порошок (субстанція) у подвійних поліетиленових пакетах для фармацевтичного застосування";"";"6-метилурацилу не менше 98,0 % та не більше 102,0 % у перерахунку на суху речовину";"Субстанції.";"";"";"";"ФармаЦел ГмбХ";"Німеччина";"";"1";"ФармаЦел (Індія) Приват Лімітед";"Індія";"";;;;;;;;;;;;;UA/19307/01/01;22.04.2022;"22.04.2027";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"термін переконтролю - 3 роки";3;"рік"
"EFCF4EE5F2AB8241C2258B170027BF1B";"6-МЕТИЛУРАЦИЛ";"Methyluracil*";"кристалічний порошок (субстанція) у поліетиленових мішках для фармацевтичного застосування";"";"містить 6-метилурацилу не менше 99,0 % і не більше 101,0 % у перерахунку на суху речовину";"Субстанції.";"";"";"";"Товариство з обмеженою відповідальністю ""ФАРМХІМ""";"Україна";"";"2";"Товариство з обмеженою відповідальністю ""ФАРМХІМ"" (доочищення, сушіння, пакування, випуску серії)";"Україна";"";"Шандонг Білів Кемікал Пті. Лтд (Виробництво технічного продукту)";"Китай";"";;;;;;;;;;UA/17946/01/01;07.05.2024;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"3 роки";3;"рік"
"D7AF2B035203DE00C2258852002CA8C3";"6-МЕТИЛУРАЦИЛ";"Methyluracil*";"порошок (субстанція) у подвійних пакетах з плівки поліетиленової для фармацевтичного застосування";"";"6-Метилурацилу не менше 99,0 % і не більше 101,0 % 2,4-дигідрокси-6-метилпіримідину, в перерахунку на суху речовину";"Субстанції.";"";"";"";"АТ ""Лубнифарм""";"Україна";"";"1";"Шицзячжуан Джинчі Кемікал Індастрі Ко., Лтд";"Китай";"";;;;;;;;;;;;;UA/19433/01/01;28.05.2022;"28.05.2027";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"3 роки";3;"рік"
"68A7F8A4347CA9BCC225851A00314B91";"b-ЕСЦИН АМОРФНИЙ";"Hippocastani semen";"порошок (субстанція) у мішках поліетиленових подвійних для фармацевтичного застосування";"";"бета-есцину аморфного (у перерахунку на суху речовину) від 96,0 % до 103,0 %";"Субстанції.";"";"";"";"ТОВ ""Тернофарм""";"Україна";"";"1";"Нобілус Ент";"Польща";"";;;;;;;;;;;;;UA/10658/01/01;25.02.2020;"необмежений";Звичайний;Ні;Так;Ні;Ні;;Ні;;;;"3 роки";3;"рік"
"BF59F0345B5C3D54C2258C35002DA724";"BAT® [БОТУЛІНІЧНИЙ АНТИТОКСИН ҐЕПТАВАЛЕНТНИЙ (A, B, C, D, E, F, G) - (КІНСЬКИЙ)] (BAT® [BOTULISM ANTITOXIN HEPTAVALENT (A, B, C, D, E, F, G) - (EQUINE)])";"Botulinum antitoxin";"стерильний розчин для ін'єкцій, у флаконах по 50 мл; кожен флакон містить мінімальну кількість: >4500 Од антитоксину серотипу А, >3300 Од антитоксину серотипу В, >3000 Од антитоксину серотипу С, >600 Од антитоксину серотипу D, >5100 Од антитоксину серотипу E, >3000 Од антитоксину серотипу F, >600 Од антитоксину серотипу G; по 6 скляних флаконів у картонній коробці";"за рецептом (тільки в умовах стаціонару)";"1 флакон містить мінімальну кількість: >4500 Од антитоксину серотипу А, >3300 Од антитоксину серотипу В, >3000 Од антитоксину серотипу С, >600 Од антитоксину серотипу D, >5100 Од антитоксину серотипу E, >3000 Од антитоксину серотипу F, >600 Од антитоксину серотипу G";"Імунні сироватки та імуноглобуліни.";"J06AA04";"";"";"Емьоржент БіоСолюшнс Канада Інк.";"Канада";"";"1";"Емьоржент БіоСолюшнс Канада Інк.";"Канада";"";;;;;;;;;;;;;UA/17302/01/01;14.03.2019;"01.04.2026";Імунобіологічний;Так;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/E140DEF02078CC08C2258C3B002D9CA4/$file/UA173020101_BF59.pdf";"48 місяців";48;"місяць"
"B1008B9F3B4ED1FDC2258C35002DCF61";"D-БІОТИН";"Biotin";"кристалічний порошок (субстанція) в алюмінієвих контейнерах або поліетиленових пакетах або багатошарових пакетах (поліетилен/ алюміній/ поліетилентерефталат) для фармацевтичного застосування";"";"біотину не менше 98,5 % і не більше 101,0 % у перерахуванні на суху речовину";"Субстанції.";"";"";"";"ДСМ Нутришнел Продактс Юроп Лтд";"Швейцарія";"";"1";"ДСМ Нутрішенал Продактс Франс САС";"Франція";"";;;;;;;;;;;;;UA/18013/01/01;06.04.2020;"06.04.2026";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"термін переконтролю - 3 роки";3;"рік"
"D364E86FD81C417AC2258C7D00467AE0";"D-ГЛЮКОЗАМІНУ ГІДРОХЛОРИД";"Glucosamine";"порошок (субстанція) у пакетах поліетиленових для фармацевтичного застосування";"";"глюкозаміну гідрохлориду не менше 98,0 % і не більше 102,0 %, у перерахуванні на суху речовину";"Субстанції.";"";"";"";"ПРАТ ""ФІТОФАРМ""";"Україна";"";"1";"Жеджіанг Жоушан Путуо Ксінксінг Фармас Ко., Лтд.";"Китай";"";;;;;;;;;;;;;UA/14327/01/01;06.02.2020;"необмежений";Звичайний;Так;Ні;Ні;Ні;;Ні;;;;"2 роки";2;"рік"
"85DBCCE168F54FC4C2258C6D003C6ADC";"D-ГЛЮКОЗАМІНУ ГІДРОХЛОРИД";"Glucosamine";"порошок (субстанція) у поліетиленових пакетах для фармацевтичного застосування";"";"глюкозаміну гідрохлориду не менше 98,0 % та не більше 102,0 %, у перерахуванні на суху речовину";"Субстанції.";"";"";"";"ПРАТ ""ФІТОФАРМ""";"Україна";"";"1";"Янтаї Донгченг Біокемікалс Ко., Лтд.";"Китай";"";;;;;;;;;;;;;UA/12156/01/01;04.07.2017;"необмежений";Звичайний;Так;Ні;Ні;Ні;;Ні;;;;"2 роки";2;"рік"
"B7B53CC41EF5502CC2258C35002DEE54";"DIFTET (DT VACCINE) DIPHTHERIA AND TETANUS VACCINE (ADSORBED) / ДІФТЕТ (ДП ВАКЦИНА) ВАКЦИНА ДЛЯ ПРОФІЛАКТИКИ ДИФТЕРІЇ ТА ПРАВЦЯ (АДСОРБОВАНА)";"Tetanus toxoid, combinations with diphtheria toxoid";"суспензія для ін'єкцій, по 10 доз (1 доза - 0,5 мл) по 5 мл (10 доз в/м) у флаконах або 20 доз (1 доза - 0,5 мл) по 10 мл (20 доз в/м) у флаконах, по 10 флаконів у картонній пачці";"за рецептом";"1 доза (0,5 мл) містить: дифтерійний анатоксин - не менше 30 МО (15,0 флокулюючих одиниць), правцевий анатоксин - не менше 40 МО (10,0 флокулюючих одиниць)";"Бактеріальні вакцини. Правцевий анатоксин, комбінований з дифтерійним анатоксином.";"J07AM51";"";"";"ББ-НЦІПХ Лтд.";"Болгарія";"";"1";"ББ-НЦІПХ Лтд.";"Болгарія";"";;;;;;;;;;;;;UA/18722/01/01;21.05.2021;"01.04.2026";Імунобіологічний;Так;Ні;Ні;Ні;Комбінований;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/5434DA2239780622C2258C3B002D9BAA/$file/UA187220101_B7B5.pdf";"36 місяців";36;"місяць"
"80F95286019655F2C22584DE002D00B3";"DL-КАРНІТИНУ ГІДРОХЛОРИД";"Levocarnitine";"кристали або кристалічний порошок (субстанція) у подвійних поліетиленових пакетах для фармацевтичного застосування";"";"карнітину гідрохлориду не менше 98,5 % та не більше 101,0 % у перерахуванні на суху речовину";"Субстанції.";"";"";"";"ТОВ ""Валартін Фарма""";"Україна";"";"1";"Хансеохем Ко., Лтд.";"Корея";"";;;;;;;;;;;;;UA/14396/01/01;27.12.2019;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"3 роки";3;"рік"
"D94D0855FED808CBC22586C3004AB897";"DL-МЕТІОНІН";"Methionine";"порошок кристалічний (субстанція) у мішках подвійних поліетиленових для фармацевтичного застосування";"";"DL-метіоніну не менше 99,0 % і не більше 101,0 %, у перерахуванні на суху речовину";"Субстанції.";"";"";"";"АТ ""КИЇВСЬКИЙ ВІТАМІННИЙ ЗАВОД""";"Україна";"";"1";"Чжангцзиаганг Хуачанг Фармасьютикал Ко., Лтд";"Китай";"";;;;;;;;;;;;;UA/15154/01/01;23.04.2021;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"5 років";5;"рік"
"2876A8F9CBB56F06C2258CB900409E24";"DL-МЕТІОНІН";"Methionine";"порошок кристалічний (субстанція) у пакетах подвійних поліетиленових для фармацевтичного застосування";"";"містить не менше 99,0 % і не більше 101,0 % DL-Метіоніну, у перерахуванні на суху речовину";"Субстанції.";"";"";"";"АТ ""КИЇВСЬКИЙ ВІТАМІННИЙ ЗАВОД""";"Україна";"";"1";"Баджадж Хелскеа Лтд. (Юніт-ІІ)";"Індія";"";;;;;;;;;;;;;UA/20878/01/01;27.06.2025;"27.06.2030";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"5 років";5;"рік"
"9541118D6359A88DC2258B5500282441";"DL-СЕРИН";"Mono";"кристалічний порошок або кристали (субстанція) у подвійних пакетах для фармацевтичного застосування";"";"DL-серину містить не менше 98,5 % і не більше 101,0 % у перерахунку на суху речовину";"Субстанції.";"";"";"";"АМІНО ГмбХ";"Німеччина";"";"1";"Аміно ГмбХ";"Німеччина";"";;;;;;;;;;;;;UA/18078/01/01;08.07.2024;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"4 роки";4;"рік"
"8700051C34B3F5B4C2258AD80040C679";"DL-СУЛЬФОКАМФОРНА КИСЛОТА";"Sulfacamphorate acid*";"кристалічний порошок (субстанція) у поліетиленових мішках для фармацевтичного застосування";"";"DL-сульфокамфорної кислоти не менше 98,5 % і не більше 101,0 % в перерахунку на суху речовину";"Субстанції.";"";"";"";"Товариство з обмеженою відповідальністю ""ФАРМХІМ""";"Україна";"";"1";"Товариство з обмеженою відповідальністю ""ФАРМХІМ""";"Україна";"";;;;;;;;;;;;;UA/15298/01/01;23.10.2020;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"1 рік";1;"рік"
"CA98580EAA7157D0C225888400447A80";"DL--ТОКОФЕРОЛУ АЦЕТАТ";"Tocopherol (vit E)";"в'язка рідина (субстанція) в пластикових контейнерах для фармацевтичного застосування";"";"DL-альфа-Токоферолу ацетату від 96,5 % до 102,0 %";"Субстанції.";"";"";"";"АТ ""Фармак""";"Україна";"";"1";"БАСФ СЕ";"Німеччина";"";;;;;;;;;;;;;UA/19538/01/01;18.07.2022;"18.07.2027";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"період ретестування - 3 роки";3;"рік"
"A6DEBB6BD8F2E222C225887C000D4BC9";"DL--ТОКОФЕРОЛУ АЦЕТАТ";"Tocopherol (vit E)";"в'язка рідина (субстанція) для фармацевтичного застосування в пластикових контейнерах або в металевих бочках";"";"DL--Токоферолу ацетату від 96,5 % до 102,0 %";"Субстанції.";"";"";"";"АТ ""Фармак""";"Україна";"";"1";"ДСМ Нутрітіонал Продактс Лтд";"Швейцарія";"";;;;;;;;;;;;;UA/19518/01/01;07.07.2022;"07.07.2027";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"період ретестування - 4 роки";4;"рік"
"2170B7818375450EC22580740028AB71";"L- АРГІНІН";"Arginine hydrochloride";"порошок (субстанція) у подвійних поліетиленових пакетах для фармацевтичного застосування";"";"L-аргініну не менше 99,0 % і не більше 101,0 % у перерахуванні на суху речовину";"Субстанції.";"";"";"";"Товариство з обмеженою відповідальністю ""Фармацевтична компанія ""Здоров'я""";"Україна";"";"1";"Кійова Хакко Біо Ко. Лтд";"Японія";"";;;;;;;;;;;;;UA/7063/01/01;22.11.2016;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"3 роки";3;"рік"
"6E666B683A4695E8C22587ED00408D9B";"L-АЛАНІН";"Alanine*";"кристалічний порошок або кристали (субстанція) у подвійних поліетиленових пакетах для фармацевтичного застосування";"";"L- аланіну не менше 98,5 % і не більше 101,0 % (в перерахунку на суху речовину)";"Субстанції.";"";"";"";"АМІНО ГмбХ";"Німеччина";"";"1";"АМІНО ГмбХ";"Німеччина";"";;;;;;;;;;;;;UA/16454/01/01;17.02.2022;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"період переконтролю - 4 роки";4;"рік"
"A88C4CB28954055DC22580FE003E0576";"L-АЛАНІН";"Alanine*";"порошок (субстанція) у поліетиленових пакетах для виробництва стерильних лікарських форм";"";"(S)-2-амінопропанової кислоти 99,0 % - 101,0 % у перерахунку на суху речовину";"Субстанції.";"";"";"";"ПраТ ""Мультіфарма""";"Україна";"";"1";"Кіова Хакко Біо Ко., Лтд";"Японія";"";;;;;;;;;;;;;UA/12024/01/01;06.04.2017;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"4 роки";4;"рік"
"FD810797B5881A91C2258ABA00280157";"L-АЛЬФА-ГЛІЦЕРОФОСФОРИЛ ХОЛІН (ХОЛІНУ АЛЬФОСЦЕРАТ)";"Choline alfoscerate";"рідина (субстанція); у пакетах потрійних поліетиленових для фармацевтичного застосування";"";"L-альфа-гліцерофосфорил холіну не менше 98,5 % і не більше 101,5 %, у перерахунку на суху речовину";"Субстанції.";"";"";"";"ТОВ ""ТК ""АВРОРА""";"Україна";"";"1";"ЦЗЯНСУ ВЕЙКІДА ФАРМАСЬЮТІКАЛ КО., ЛТД.";"Китай";"";;;;;;;;;;;;;UA/19896/01/01;25.02.2023;"25.02.2028";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"період переконтролю 3 роки";3;"рік"
"327292F6937F4B77C225872500292613";"L-АРГІНІН";"Arginine hydrochloride";"кристалічний порошок або кристали (субстанція) в поліетиленових мішках для фармацевтичного застосування";"";"не менше 98,5 % і не більше 101,0 % (аргініну) в перерахунку на суху речовину";"Субстанції.";"";"";"";"ТОВ ""ТК ""АВРОРА""";"Україна";"";"1";"Адзиномото Ко., Інк.";"Японія";"";;;;;;;;;;;;;UA/15812/01/01;30.07.2021;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"період переконтролю - 3 роки";3;"рік"
"DD21E6511BF6C761C22589DA0020A118";"L-АРГІНІН L-АСПАРТАТ";"Arginine aspartate*";"кристалічний порошок (субстанція) у подвійних поліетиленових пакетах для фармацевтичного застосування";"";"аргініну аспартату не менше 99,0 % і не більше 101,0 % (в перерахунку на суху речовину)";"Субстанції.";"";"";"";"ТОВ ""Юрія-Фарм""";"Україна";"";"1";"Фламма С.п.А.";"Італія";"";;;;;;;;;;;;;UA/20073/01/01;21.06.2023;"21.06.2028";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"період переконтролю 5 років";5;"рік"
"54DBFCEDB4D8EDD5C225898F0024544F";"L-АРГІНІНУ L-АСПАРТАТ";"Arginine aspartate*";"кристалічний порошок (субстанція) у пакетах подвійних поліетиленових для фармацевтичного застосування";"";"L-аргініну L-аспартату не менше 99,0 % і не більше 101,0 %, в перерахунку на суху речовину";"Субстанції.";"";"";"";"ПрАТ ""Фармацевтична фірма ""Дарниця""";"Україна";"";"1";"Флемме С.п.А";"Італія";"";;;;;;;;;;;;;UA/16973/01/01;11.04.2023;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"термін переконтролю - 5 років";5;"рік"
"BD9D70A91224E6C5C225877D002539B1";"L-АРГІНІНУ L-АСПАРТАТ";"Arginine aspartate*";"порошок або гранули (субстанція) у подвійних поліетиленових пакетах для фармацевтичного застосування";"";"L-аргініну L-аспартату не менше 99,0 % і не більше 101,0 % у перерахунку на суху речовину";"Субстанції.";"";"";"";"ТОВ ""АРТЕРІУМ ЛТД""";"Україна";"";"1";"ФЛАММА С.п.А.";"Італія";"";;;;;;;;;;;;;UA/19014/01/01;28.10.2021;"28.10.2026";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"період до проведення повторних випробувань - 5 років";5;"рік"
"F82085AE8A714E75C22586BF00329783";"L-АРГІНІНУ МОНОГІДРОХЛОРИД";"Arginine hydrochloride";"кристалічний порошок або кристали (субстанція) у поліетиленових мішках для фармацевтичного застосування";"";"аргініну гідрохлориду не менше 98,5 % і не більше 101,0 % в перерахунку на суху речовину";"Субстанції.";"";"";"";"ТОВ ""ТК ""АВРОРА""";"Україна";"";"1";"Адзиномото Ко., Інк.";"Японія";"";;;;;;;;;;;;;UA/15726/01/01;21.04.2021;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"(переіод переконтролю): 4 роки";4;"рік"
